CustomerID,Gender,SeniorCitizen,Partner,Dependents,Tenure_Months,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1274,Male,0,Yes,No,25,Yes,Fiber optic,Month-to-month,Credit card,118.1,2900.9,No
CUST1275,Female,0,Yes,No,39,Yes,DSL,Month-to-month,Credit card,68.34,2757.39,No
CUST1276,Male,0,Yes,Yes,35,Yes,Fiber optic,Month-to-month,Bank transfer,106.35,3661.64,Yes
CUST1277,Female,1,No,No,3,Yes,Fiber optic,One year,Bank transfer,78.87,326.9,No
CUST1278,Male,0,Yes,No,44,Yes,DSL,Two year,Bank transfer,57.53,2630.28,No
CUST1279,Female,0,Yes,No,51,Yes,DSL,Month-to-month,Electronic check,48.58,2519.92,No
CUST1280,Female,0,No,Yes,12,Yes,No,Month-to-month,Credit card,40.32,580.07,No
CUST1281,Female,0,No,Yes,19,Yes,Fiber optic,Two year,Bank transfer,96.18,1841.33,No
CUST1282,Female,0,No,No,44,Yes,Fiber optic,Month-to-month,Bank transfer,58.65,2532.51,No
CUST1283,Male,0,No,Yes,59,Yes,DSL,One year,Electronic check,71.13,4184.07,Yes
CUST1284,Female,0,No,Yes,49,Yes,DSL,One year,Mailed check,69.23,3410.98,No
CUST1285,Male,0,No,Yes,61,Yes,Fiber optic,One year,Mailed check,77.73,4656.15,No
CUST1286,Male,0,No,Yes,17,Yes,Fiber optic,Month-to-month,Credit card,106.56,1835.99,Yes
CUST1287,Male,0,Yes,Yes,57,Yes,Fiber optic,Month-to-month,Mailed check,118.07,6826.23,Yes
CUST1288,Male,0,Yes,Yes,55,Yes,No,One year,Mailed check,60.76,3279.82,No
CUST1289,Female,0,No,Yes,47,Yes,Fiber optic,One year,Credit card,102.75,4887.77,Yes
CUST1290,Male,0,Yes,Yes,12,No,Fiber optic,Month-to-month,Electronic check,96.45,1238.98,No
CUST1291,Male,1,Yes,Yes,62,Yes,Fiber optic,One year,Mailed check,77.35,4884.44,No
CUST1292,Male,0,Yes,Yes,8,Yes,Fiber optic,Month-to-month,Electronic check,115.6,1016.83,Yes
CUST1293,Female,0,No,No,21,Yes,Fiber optic,One year,Bank transfer,40.05,845.34,No
CUST1294,Female,0,No,No,70,Yes,DSL,Month-to-month,Credit card,30.93,2260.56,No
CUST1295,Female,1,Yes,Yes,72,Yes,Fiber optic,Two year,Electronic check,105.4,7640.26,No
CUST1296,Female,1,No,No,25,Yes,DSL,Month-to-month,Credit card,63.91,1530.08,Yes
CUST1297,Male,0,Yes,No,12,Yes,Fiber optic,Month-to-month,Electronic check,104.7,1251.78,Yes
CUST1298,Male,0,Yes,Yes,15,Yes,,Month-to-month,Credit card,109.31,1683.32,No
CUST1299,Female,0,Yes,Yes,59,Yes,No,Month-to-month,Bank transfer,26.25,1498.22,No
CUST1010,Male,0,Yes,Yes,29,Yes,Fiber optic,Month-to-month,Electronic check,74.07,2074.92,Yes
CUST1025,Female,0,Yes,No,13,Yes,Fiber optic,Month-to-month,Electronic check,109.23,1468.09,No
CUST1050,Male,0,Yes,Yes,72,No,Fiber optic,Month-to-month,Mailed check,80.19,,Yes
